"year","category","region","ct","source"
1950,"brown","N",1306.37980239167,"Silva"
1950,"brown","NE",155.160095858683,"Silva"
1950,"pink","S",1687.53672883134,"Silva"
1950,"pink","SE",470.252542196234,"Silva"
1950,"seabob","N",2221.42858162359,"Silva"
1950,"seabob","NE",1351.28158011564,"Silva"
1950,"seabob","S",1383.50744912473,"Silva"
1950,"seabob","SE",2047.85286967052,"Silva"
1950,"white","N",2637.09304078305,"Silva"
1950,"white","NE",158.461950509803,"Silva"
1950,"white","S",215.714367341074,"Silva"
1950,"white","SE",273.229457034115,"Silva"
1951,"brown","N",687.115545811601,"Silva"
1951,"brown","NE",153.872748107205,"Silva"
1951,"pink","S",1735.28287040419,"Silva"
1951,"pink","SE",332.103472588847,"Silva"
1951,"seabob","N",1975.88153151438,"Silva"
1951,"seabob","NE",2025.04213209833,"Silva"
1951,"seabob","S",2129.9515269016,"Silva"
1951,"seabob","SE",2361.23981772908,"Silva"
1951,"white","N",2362.75431180253,"Silva"
1951,"white","NE",175.700928151996,"Silva"
1951,"white","S",171.320989055161,"Silva"
1951,"white","SE",281.506625909356,"Silva"
1952,"brown","N",663.420280776761,"Silva"
1952,"brown","NE",165.961211991545,"Silva"
1952,"pink","S",2297.59152264589,"Silva"
1952,"pink","SE",526.76653088701,"Silva"
1952,"seabob","N",2075.94456942354,"Silva"
1952,"seabob","NE",2128.42611072352,"Silva"
1952,"seabob","S",2222.05332881984,"Silva"
1952,"seabob","SE",2263.75185017695,"Silva"
1952,"white","N",2468.04860643017,"Silva"
1952,"white","NE",141.844556207338,"Silva"
1952,"white","S",168.857374767246,"Silva"
1952,"white","SE",276.951652331245,"Silva"
1953,"brown","N",517.58111632224,"Silva"
1953,"brown","NE",164.514443566375,"Silva"
1953,"pink","S",1295.46028382121,"Silva"
1953,"pink","SE",439.844838885868,"Silva"
1953,"seabob","N",1467.55788353516,"Silva"
1953,"seabob","NE",1373.19868617974,"Silva"
1953,"seabob","S",1661.445150892,"Silva"
1953,"seabob","SE",2215.33503459611,"Silva"
1953,"white","N",2324.03408216781,"Silva"
1953,"white","NE",170.691689647536,"Silva"
1953,"white","S",163.600049850017,"Silva"
1953,"white","SE",258.509779568977,"Silva"
1954,"brown","N",250.89201451774,"Silva"
1954,"brown","NE",161.626879865546,"Silva"
1954,"pink","S",2153.01675411602,"Silva"
1954,"pink","SE",427.172343412973,"Silva"
1954,"seabob","N",1423.79801078127,"Silva"
1954,"seabob","NE",392.417730815593,"Silva"
1954,"seabob","S",1929.07134578913,"Silva"
1954,"seabob","SE",2393.08994037616,"Silva"
1954,"white","N",2095.51005994099,"Silva"
1954,"white","NE",127.954490196314,"Silva"
1954,"white","S",202.808993032793,"Silva"
1954,"white","SE",268.470452808319,"Silva"
1955,"brown","N",280.114186066439,"Silva"
1955,"brown","NE",170.460842665578,"Silva"
1955,"pink","S",2429.21169740863,"Silva"
1955,"pink","SE",469.284345314298,"Silva"
1955,"seabob","N",1585.48394300404,"Silva"
1955,"seabob","NE",483.227912640274,"Silva"
1955,"seabob","S",2034.5735186606,"Silva"
1955,"seabob","SE",2260.80724934377,"Silva"
1955,"white","N",2218.05114193434,"Silva"
1955,"white","NE",201.915738302512,"Silva"
1955,"white","S",228.298281138043,"Silva"
1955,"white","SE",312.842417597065,"Silva"
1956,"brown","N",1171.95951460228,"Silva"
1956,"brown","NE",122.153024657992,"Silva"
1956,"pink","S",1938.17974820164,"Silva"
1956,"pink","SE",446.429862919618,"Silva"
1956,"seabob","N",1205.18030279595,"Silva"
1956,"seabob","NE",218.52995514275,"Silva"
1956,"seabob","S",3330.70246804587,"Silva"
1956,"seabob","SE",1413.95613260195,"Silva"
1956,"white","N",2133.78647395647,"Silva"
1956,"white","NE",105.339892692731,"Silva"
1956,"white","S",345.724955251426,"Silva"
1956,"white","SE",127.219494876021,"Silva"
1957,"brown","N",641.723722815763,"Silva"
1957,"brown","NE",138.369799283806,"Silva"
1957,"pink","S",3685.89022162216,"Silva"
1957,"pink","SE",341.460314276585,"Silva"
1957,"seabob","N",1954.90599883272,"Silva"
1957,"seabob","NE",437.961351867412,"Silva"
1957,"seabob","S",3277.31884401885,"Silva"
1957,"seabob","SE",1279.22317971261,"Silva"
1957,"white","N",2493.6170090992,"Silva"
1957,"white","NE",128.758249509431,"Silva"
1957,"white","S",414.69680824271,"Silva"
1957,"white","SE",117.516746109895,"Silva"
1958,"brown","N",491.079029759556,"Silva"
1958,"brown","NE",171.773165747894,"Silva"
1958,"pink","S",2976.64952511808,"Silva"
1958,"pink","SE",313.609907250047,"Silva"
1958,"seabob","N",2143.04954161397,"Silva"
1958,"seabob","NE",507.608392830503,"Silva"
1958,"seabob","S",2854.94895572563,"Silva"
1958,"seabob","SE",1005.77531220353,"Silva"
1958,"white","N",2779.07909298618,"Silva"
1958,"white","NE",138.321290082521,"Silva"
1958,"white","S",403.821800578073,"Silva"
1958,"white","SE",135.951538310116,"Silva"
1959,"brown","N",321.16814481221,"Silva"
1959,"brown","NE",183.166789541298,"Silva"
1959,"pink","S",1413.10442104614,"Silva"
1959,"pink","SE",695.733508877019,"Silva"
1959,"seabob","N",1912.93522569802,"Silva"
1959,"seabob","NE",425.497059164782,"Silva"
1959,"seabob","S",2882.53057671234,"Silva"
1959,"seabob","SE",2180.06254825802,"Silva"
1959,"white","N",2678.57462518755,"Silva"
1959,"white","NE",166.523403742864,"Silva"
1959,"white","S",255.820099855289,"Silva"
1959,"white","SE",238.236693193904,"Silva"
1960,"brown","N",1037.43280213522,"Silva"
1960,"brown","NE",174.902031413914,"Silva"
1960,"pink","S",3468.7917146712,"Silva"
1960,"pink","SE",844.381509687517,"Silva"
1960,"seabob","N",1942.73996348641,"Silva"
1960,"seabob","NE",228.607882953074,"Silva"
1960,"seabob","S",2610.75694983048,"Silva"
1960,"seabob","SE",2455.6811889812,"Silva"
1960,"white","N",2773.78040743593,"Silva"
1960,"white","NE",152.546358637324,"Silva"
1960,"white","S",504.536010032828,"Silva"
1960,"white","SE",193.086841571317,"Silva"
1961,"brown","N",1668.07425580995,"Silva"
1961,"brown","NE",275.036155038259,"Silva"
1961,"pink","S",2984.46909778931,"Silva"
1961,"pink","SE",803.252524569585,"Silva"
1961,"seabob","N",2995.34602004706,"Silva"
1961,"seabob","NE",1082.45533424767,"Silva"
1961,"seabob","S",3370.14496788816,"Silva"
1961,"seabob","SE",3959.85516408464,"Silva"
1961,"white","N",3395.30578418601,"Silva"
1961,"white","NE",305.531456632469,"Silva"
1961,"white","S",606.249547964647,"Silva"
1961,"white","SE",482.894760433833,"Silva"
1962,"brown","N",185.542222398833,"Silva"
1962,"brown","NE",138.870706068932,"Silva"
1962,"pink","S",4338.04805958249,"Silva"
1962,"pink","SE",853.179994325892,"Silva"
1962,"seabob","N",3898.12240900803,"Silva"
1962,"seabob","NE",461.390320482181,"Silva"
1962,"seabob","S",6941.18785583385,"Silva"
1962,"seabob","SE",2833.28203331853,"Silva"
1962,"white","N",3335.13280191654,"Silva"
1962,"white","NE",92.4596635148122,"Silva"
1962,"white","S",779.126761722989,"Silva"
1962,"white","SE",239.893075493717,"Silva"
1963,"brown","N",765.401310880165,"Silva"
1963,"brown","NE",159.843353580077,"Silva"
1963,"pink","S",4819.36406458542,"Silva"
1963,"pink","SE",649.117853283712,"Silva"
1963,"seabob","N",2299.08915971677,"Silva"
1963,"seabob","NE",390.277724685528,"Silva"
1963,"seabob","S",9686.54104583406,"Silva"
1963,"seabob","SE",2953.64822839682,"Silva"
1963,"white","N",2807.34268323117,"Silva"
1963,"white","NE",85.0317911113216,"Silva"
1963,"white","S",821.980120549345,"Silva"
1963,"white","SE",384.48766204638,"Silva"
1964,"brown","N",1302.85902585062,"Silva"
1964,"brown","NE",144.356251106733,"Silva"
1964,"pink","S",1613.09380073134,"Silva"
1964,"pink","SE",1187.07555528335,"Silva"
1964,"seabob","N",1042.27410074577,"Silva"
1964,"seabob","NE",116.821517149999,"Silva"
1964,"seabob","S",6266.11241035419,"Silva"
1964,"seabob","SE",3510.37324779385,"Silva"
1964,"white","N",2195.70632097395,"Silva"
1964,"white","NE",82.4660972660342,"Silva"
1964,"white","S",654.975576796994,"Silva"
1964,"white","SE",251.900214101033,"Silva"
1965,"brown","N",1421.44433591037,"Silva"
1965,"brown","NE",270.003282346644,"Silva"
1965,"pink","S",4019.02469621282,"Silva"
1965,"pink","SE",566.816699805232,"Silva"
1965,"seabob","N",2460.42666410124,"Silva"
1965,"seabob","NE",756.844528741208,"Silva"
1965,"seabob","S",5940.77257714841,"Silva"
1965,"seabob","SE",5676.61156851296,"Silva"
1965,"white","N",3296.7452196894,"Silva"
1965,"white","NE",196.927583242821,"Silva"
1965,"white","S",1025.1243674739,"Silva"
1965,"white","SE",2714.12627002687,"Silva"
1966,"brown","N",1222.69072157623,"Silva"
1966,"brown","NE",163.923781368059,"Silva"
1966,"pink","S",3084.86733895281,"Silva"
1966,"pink","SE",1053.92191409149,"Silva"
1966,"seabob","N",3473.1424084181,"Silva"
1966,"seabob","NE",468.43368072361,"Silva"
1966,"seabob","S",8339.00240568743,"Silva"
1966,"seabob","SE",3583.78635956141,"Silva"
1966,"white","N",3782.71062596461,"Silva"
1966,"white","NE",87.7377050467803,"Silva"
1966,"white","S",988.056055120484,"Silva"
1966,"white","SE",285.646079262056,"Silva"
1967,"brown","N",2445.44363665392,"Silva"
1967,"brown","NE",174.482436281337,"Silva"
1967,"pink","S",2554.71841305668,"Silva"
1967,"pink","SE",1304.43550517467,"Silva"
1967,"seabob","N",2994.60435867132,"Silva"
1967,"seabob","NE",191.475011532759,"Silva"
1967,"seabob","S",8010.71632038557,"Silva"
1967,"seabob","SE",4233.79984589781,"Silva"
1967,"white","N",3517.99737383471,"Silva"
1967,"white","NE",102.22931618168,"Silva"
1967,"white","S",994.937951226122,"Silva"
1967,"white","SE",393.393674377352,"Silva"
1968,"brown","N",2219.90225842045,"Silva"
1968,"brown","NE",163.069319851888,"Silva"
1968,"pink","S",8096.03238684229,"Silva"
1968,"pink","SE",1820.81678225388,"Silva"
1968,"seabob","N",2893.44328071146,"Silva"
1968,"seabob","NE",350.311747112196,"Silva"
1968,"seabob","S",6866.60826702066,"Silva"
1968,"seabob","SE",7516.21723402634,"Silva"
1968,"white","N",3481.64994930762,"Silva"
1968,"white","NE",98.5936158305046,"Silva"
1968,"white","S",1214.21731850911,"Silva"
1968,"white","SE",1090.69426308319,"Silva"
1969,"brown","N",1848.29763747015,"Silva"
1969,"brown","NE",272.003605706811,"Silva"
1969,"pink","S",6746.93285512787,"Silva"
1969,"pink","SE",1829.37826089441,"Silva"
1969,"seabob","N",3202.62764544922,"Silva"
1969,"seabob","NE",542.227270087379,"Silva"
1969,"seabob","S",8502.95133234169,"Silva"
