"stock","name","region","scenario","source","bk_method","r_method","priorrlw","priorr","priorrup","postrlw","postr","postrup","priorklw","priork","priorkup","postklw","postk","postkup","priorbklw","priorbk","priorbkup","postbklw","postbk","postbkup","priormsylw","priormsy","priormsyup","postmsylw","postmsy","postmsyup","fmsylw","fmsy","fmsyup","bmsylw","bmsy","bmsyup","ctlast","ctavg5","ffmsylw","ffmsy","ffmsyup","bbmsylw","bbmsy","bbmsyup","PPVRr","RUr","OVLr","BCr","PPVRbk","RUbk","OVLbk","BCbk","viab_rate","mean.log.r","sd.log.r","mean.log.k","sd.log.k"
"pink_S_Freire_Base_BRT_Euler","pink","S","Base","Freire","BRT","Euler",0.39,0.565581645312348,0.79,0.31,0.399717718121837,0.53,18,36.6694205428934,69,24.06,31.0983193864447,38.96,0.22,0.320480487928831,0.42,0.23,0.343171016227202,0.45,3.88,4.84728765,5.82,2.7,3.11,3.5,0.16,0.21,0.26,12.03,14.55,19.48,1.41,1.35,0.43,0.67,1.14,0.46,0.69,0.9,0.652,0.192,0.278,0.555,1.1,-0.049,0.823,0.976,0,-0.588665436689757,0.176471551584344,3.55178276952318,0.343679770328992
"pink_S_Freire_Base_BRT_Demographic inv","pink","S","Base","Freire","BRT","Demographic inv",0.28,0.447371491103018,0.68,0.21,0.278773920932778,0.38,21,47.4754953146822,92,31.96,42.5671222013837,54.82,0.22,0.3195150348906,0.42,0.24,0.340127813373569,0.44,3.88,4.84728765,5.82,2.56,3.04,3.47,0.11,0.15,0.19,15.98,19.91,27.41,1.41,1.35,0.46,0.71,1.22,0.47,0.68,0.89,0.523,0.277,0.222,0.481,1.055,-0.027,0.827,0.979,0.002,-0.829314078312436,0.221825798750226,3.79009388237695,0.368496937603758
"brown_NE_Silva_Base_NN_Smith rebound","brown","NE","Base","Silva","NN","Smith rebound",0.26,0.42346394046287,0.66,0.28,0.377037788762581,0.52,4,8.73421804463467,17,7.45,10.3053447884459,13.36,0.4,0.499451892698231,0.6,0.41,0.503396275164676,0.6,0.67,0.836857792800098,1,0.82,0.97,1.12,0.14,0.21,0.26,3.72,4.66,6.68,1.02,1,0.72,1.07,1.64,0.81,1.01,1.2,0.536,0.268,0.764,0.943,0.936,0.032,0.959,0.998,0.139,-0.881294545964137,0.232889551001236,2.09251661646755,0.372330536569868
"brown_NE_Silva_Base_NN_Myers","brown","NE","Base","Silva","NN","Myers",0.09,0.228524902916823,0.49,0.1,0.147130178556585,0.23,6,18.0714924677469,45,16.24,24.2697856385075,33.92,0.4,0.500080463875522,0.6,0.4,0.504008124581173,0.6,0.67,0.836857792800098,1,0.66,0.88,1.11,0.05,0.08,0.11,8.12,10.69,16.96,1.02,1,0.74,1.2,1.99,0.8,1.01,1.21,0.315,0.439,0.524,0.79,1.028,-0.014,0.961,0.998,0.166,-1.56064774826467,0.423648930193602,2.75890519710319,0.518505084141216
"brown_NE_Silva_Base_NN_Euler","brown","NE","Base","Silva","NN","Euler",0.7,0.884005407640757,1.1,0.72,0.859110303153797,1.03,2,3.99088414404281,7,3.86,4.75290769031237,5.69,0.4,0.501090401742696,0.6,0.41,0.508824704792284,0.6,0.67,0.836857792800098,1,0.91,1.01,1.14,0.36,0.45,0.52,1.93,2.24,2.85,1.02,1,0.67,1,1.47,0.82,1.02,1.21,0.841,0.083,0.888,0.987,0.981,0.01,0.936,0.997,0.098,-0.130682382067204,0.112996280935764,1.34206890215974,0.316973420518
"brown_NE_Silva_Base_NN_Demographic inv","brown","NE","Base","Silva","NN","Demographic inv",0.42,0.59548199006084,0.82,0.44,0.567721056552734,0.75,3,6.00522104643235,11,5.32,7.05583157923171,8.82,0.4,0.499661632605878,0.6,0.4,0.503124144847219,0.6,0.67,0.836857792800098,1,0.87,1,1.14,0.22,0.31,0.37,2.66,3.23,4.41,1.02,1,0.69,1.04,1.58,0.8,1.01,1.21,0.736,0.142,0.871,0.982,1.052,-0.026,0.97,0.999,0.118,-0.532975753214281,0.167262407245221,1.73445567607134,0.337429080673473
"brown_NE_Silva_Base_BRT_Smith rebound","brown","NE","Base","Silva","BRT","Smith rebound",0.26,0.42555206637004,0.66,0.28,0.380092302881467,0.52,4,8.67947075977883,17,7.42,10.2560939165223,13.3,0.4,0.500166931125638,0.6,0.41,0.504985391710789,0.6,0.67,0.836857792800098,1,0.82,0.96,1.11,0.14,0.21,0.26,3.71,4.64,6.65,1.02,1,0.71,1.07,1.63,0.81,1.01,1.19,0.554,0.256,0.778,0.948,0.941,0.03,0.946,0.997,0.144,-0.881294545964137,0.232889551001236,2.09286093802851,0.375707355218919
"brown_NE_Silva_Base_BRT_Myers","brown","NE","Base","Silva","BRT","Myers",0.09,0.230382790446592,0.49,0.09,0.146509585561337,0.23,6,18.1112289391269,45,16.12,24.5873480579527,34.32,0.4,0.498535395887307,0.6,0.41,0.511789032327865,0.61,0.67,0.836857792800098,1,0.67,0.89,1.13,0.05,0.08,0.12,8.06,10.75,17.16,1.02,1,0.73,1.17,1.92,0.83,1.02,1.22,0.327,0.428,0.517,0.79,1.035,-0.017,0.896,0.991,0.17,-1.56064774826467,0.423648930193602,2.7705569288283,0.516804163570806
"brown_NE_Silva_Base_BRT_Euler","brown","NE","Base","Silva","BRT","Euler",0.7,0.882261498270661,1.1,0.73,0.868599707033798,1.05,2,4.03409571618447,7,3.83,4.72824471624672,5.71,0.4,0.500440445140821,0.6,0.41,0.51346434916282,0.61,0.67,0.836857792800098,1,0.92,1.03,1.17,0.37,0.46,0.52,1.92,2.23,2.86,1.02,1,0.66,0.98,1.47,0.82,1.03,1.22,0.786,0.113,0.926,0.993,0.999,0.001,0.887,0.991,0.102,-0.130682382067204,0.112996280935764,1.34202208586978,0.318982077217806
"brown_NE_Silva_Base_BRT_Demographic inv","brown","NE","Base","Silva","BRT","Demographic inv",0.42,0.59489948034347,0.82,0.44,0.569074182435541,0.74,3,6.02551769810065,11,5.37,7.05440269434689,8.97,0.4,0.501467640776758,0.6,0.41,0.50832140676843,0.6,0.67,0.836857792800098,1,0.87,0.99,1.14,0.22,0.3,0.37,2.68,3.26,4.48,1.02,1,0.69,1.02,1.53,0.81,1.02,1.2,0.748,0.135,0.881,0.983,0.968,0.016,0.936,0.997,0.115,-0.532975753214281,0.167262407245221,1.73970904351234,0.33979355366767
"brown_NE_Freire_Base_NN_Smith rebound","brown","NE","Base","Freire","NN","Smith rebound",0.26,0.425303349539038,0.66,0.22,0.301975244043583,0.42,7,16.7353778899943,33,15.24,21.6110635772671,29.58,0.4,0.499274655284038,0.6,0.4,0.499648232808423,0.6,1.29,1.6153407,1.94,1.23,1.62,2.13,0.11,0.16,0.21,7.62,9.84,14.79,1.54,1.48,0.59,0.95,1.5,0.8,1,1.2,0.545,0.262,0.415,0.717,1.036,-0.018,0.982,0.999,0.17,-0.881294545964137,0.232889551001236,2.74140101082689,0.373872037842575
"brown_NE_Freire_Base_NN_Myers","brown","NE","Base","Freire","NN","Myers",0.09,0.230795359769714,0.49,0.08,0.117216278230657,0.18,11,34.8462364881625,86,37.04,55.5798673748515,79.93,0.4,0.500675354431843,0.6,0.4,0.491703989418736,0.59,1.29,1.6153407,1.94,1.11,1.6,2.22,0.04,0.06,0.09,18.52,24.65,39.97,1.54,1.48,0.59,0.99,1.64,0.8,0.98,1.18,0.297,0.455,0.326,0.607,0.963,0.019,0.922,0.995,0.187,-1.56064774826467,0.423648930193602,3.42546477577334,0.513116450084629
"brown_NE_Freire_Base_NN_Euler","brown","NE","Base","Freire","NN","Euler",0.7,0.882316332377464,1.1,0.65,0.782545964114182,0.95,4,7.73165443437465,14,7.16,8.95364250594956,10.96,0.4,0.500016356826496,0.6,0.41,0.506285178469749,0.61,1.29,1.6153407,1.94,1.49,1.74,2.05,0.33,0.41,0.47,3.58,4.25,5.48,1.54,1.48,0.58,0.86,1.3,0.82,1.01,1.21,0.8,0.105,0.578,0.856,1.034,-0.017,0.948,0.997,0.082,-0.130682382067204,0.112996280935764,1.99481718584816,0.316704238883877
"brown_NE_Freire_Base_NN_Demographic inv","brown","NE","Base","Freire","NN","Demographic inv",0.42,0.597012335677268,0.82,0.38,0.478123890750449,0.62,6,11.4991125288832,22,10.42,14.038539620117,18.28,0.4,0.500515039055082,0.6,0.4,0.500799268567302,0.6,1.29,1.6153407,1.94,1.34,1.65,2.08,0.19,0.25,0.31,5.21,6.5,9.14,1.54,1.48,0.59,0.92,1.43,0.8,1,1.2,0.714,0.155,0.482,0.775,1.032,-0.016,0.983,0.999,0.131,-0.532975753214281,0.167262407245221,2.39844946446949,0.336075770054675
"brown_NE_Freire_Base_BRT_Smith rebound","brown","NE","Base","Freire","BRT","Smith rebound",0.26,0.426160944441549,0.66,0.22,0.303084948754759,0.42,7,16.6081518274097,33,15.16,21.4146464824139,29.33,0.4,0.500016251196287,0.6,0.4,0.499150327475984,0.6,1.29,1.6153407,1.94,1.23,1.6,2.09,0.11,0.16,0.21,7.58,9.75,14.67,1.54,1.48,0.61,0.97,1.53,0.8,1,1.2,0.546,0.261,0.408,0.71,0.984,0.008,0.983,0.999,0.169,-0.881294545964137,0.232889551001236,2.73937141013219,0.374684407871059
"brown_NE_Freire_Base_BRT_Myers","brown","NE","Base","Freire","BRT","Myers",0.09,0.229565538947343,0.49,0.08,0.117640376996469,0.18,11,35.1471819588723,86,36.71,56.4283342804886,81.84,0.4,0.500308252403895,0.6,0.39,0.494093456598109,0.6,1.29,1.6153407,1.94,1.13,1.63,2.27,0.04,0.07,0.09,18.36,24.84,40.92,1.54,1.48,0.57,0.97,1.65,0.78,0.99,1.19,0.294,0.458,0.327,0.617,1.058,-0.029,0.946,0.998,0.188,-1.56064774826467,0.423648930193602,3.42109455033077,0.518456252471051
"brown_NE_Freire_Base_BRT_Euler","brown","NE","Base","Freire","BRT","Euler",0.7,0.880927229053918,1.1,0.66,0.783385837202478,0.95,4,7.75851535007992,14,7.15,8.96362937255326,11.13,0.4,0.499808636334555,0.6,0.41,0.50725510409641,0.61,1.29,1.6153407,1.94,1.5,1.74,2.05,0.33,0.41,0.48,3.57,4.23,5.57,1.54,1.48,0.57,0.86,1.28,0.81,1.01,1.22,0.83,0.089,0.583,0.861,0.975,0.013,0.946,0.997,0.084,-0.130682382067204,0.112996280935764,1.9936808266854,0.319955005411796
"brown_NE_Freire_Base_BRT_Demographic inv","brown","NE","Base","Freire","BRT","Demographic inv",0.42,0.596229612400054,0.82,0.37,0.475399986484763,0.62,6,11.6374178641709,22,10.62,14.1121806388974,18.48,0.4,0.500310312405207,0.6,0.4,0.499339043603144,0.6,1.29,1.6153407,1.94,1.34,1.67,2.07,0.19,0.26,0.31,5.31,6.54,9.24,1.54,1.48,0.6,0.92,1.4,0.8,1,1.2,0.71,0.158,0.467,0.766,0.999,0.001,0.973,0.999,0.134,-0.532975753214281,0.167262407245221,2.40437202893469,0.339825208628929
"brown_N_Silva_Base_NN_Smith rebound","brown","N","Base","Silva","NN","Smith rebound",0.26,0.427342761419101,0.66,0.27,0.355603491488583,0.5,27,60.2632841658814,118,41.75,57.9282269611564,75.83,0.4,0.500463949230194,0.6,0.4,0.50192685286719,0.6,4.66,5.81999330329537,6.98,4.4,5.13,5.79,0.13,0.2,0.25,20.88,26.1,37.92,4.88,5.06,0.67,0.98,1.48,0.8,1.01,1.19,0.532,0.271,0.648,0.897,0.945,0.028,0.969,0.999,0.18,-0.881294545964137,0.232889551001236,4.02703714450788,0.369875909172436
"brown_N_Silva_Base_NN_Myers","brown","N","Base","Silva","NN","Myers",0.09,0.231955061877374,0.49,0.09,0.129030078627518,0.2,39,123.677481368093,310,100.91,162.400403913494,240.09,0.4,0.501137786756202,0.6,0.39,0.489798249498305,0.59,4.66,5.81999330329537,6.98,3.77,5.11,6.91,0.04,0.07,0.1,50.46,70.46,120.04,4.88,5.06,0.62,1.02,1.68,0.79,0.98,1.17,0.303,0.449,0.404,0.69,0.95,0.025,0.91,0.993,0.179,-1.56064774826467,0.423648930193602,4.70165535517271,0.518056015602869
"brown_N_Silva_Base_NN_Euler","brown","N","Base","Silva","NN","Euler",0.7,0.882763813865249,1.1,0.68,0.798964680955868,0.95,14,27.7440315744973,49,22.76,27.3446095351719,32.11,0.4,0.499676992974233,0.6,0.42,0.526373860148737,0.62,4.66,5.81999330329537,6.98,4.9,5.45,6.03,0.34,0.42,0.48,11.38,12.93,16.06,4.88,5.06,0.59,0.87,1.29,0.85,1.06,1.25,0.724,0.149,0.641,0.889,1.039,-0.019,0.784,0.967,0.099,-0.130682382067204,0.112996280935764,3.27448940205843,0.313223846389372
"brown_N_Silva_Base_NN_Demographic inv","brown","N","Base","Silva","NN","Demographic inv",0.42,0.595037292867099,0.82,0.43,0.530335001500001,0.69,20,41.6980031515216,78,31.19,40.037668362073,49.08,0.4,0.500306722983383,0.6,0.41,0.512104051606732,0.61,4.66,5.81999330329537,6.98,4.68,5.3,5.85,0.21,0.29,0.34,15.6,18.33,24.54,4.88,5.06,0.63,0.93,1.38,0.82,1.02,1.22,0.671,0.181,0.693,0.926,0.988,0.006,0.904,0.992,0.147,-0.532975753214281,0.167262407245221,3.67812571975426,0.338457311910102
"brown_N_Silva_Base_BRT_Smith rebound","brown","N","Base","Silva","BRT","Smith rebound",0.26,0.423745686208493,0.66,0.27,0.370065377855763,0.52,27,60.8824590004341,119,42.16,59.1487650270229,79.75,0.53,0.630502035088668,0.73,0.51,0.613595757246276,0.71,4.66,5.81999330329537,6.98,4.58,5.42,6.25,0.13,0.2,0.26,21.08,26.82,39.88,4.88,5.06,0.52,0.76,1.13,1.02,1.23,1.41,0.613,0.217,0.748,0.941,0.959,0.021,0.872,0.986,0.26,-0.881294545964137,0.232889551001236,4.03699238829534,0.371107078067055
"brown_N_Silva_Base_BRT_Myers","brown","N","Base","Silva","BRT","Myers",0.09,0.22985519257173,0.49,0.09,0.135143478909827,0.21,41,129.341777331587,317,104.88,172.474671513845,251.25,0.53,0.630849388159429,0.73,0.52,0.618066678399063,0.71,4.66,5.81999330329537,6.98,4.1,5.57,7.76,0.04,0.08,0.1,52.44,73.15,125.62,4.88,5.06,0.44,0.72,1.18,1.04,1.24,1.42,0.296,0.456,0.453,0.738,0.868,0.068,0.892,0.991,0.233,-1.56064774826467,0.423648930193602,4.73027032545963,0.513648040147758
"brown_N_Silva_Base_BRT_Euler","brown","N","Base","Silva","BRT","Euler",0.7,0.881521900039565,1.1,0.69,0.82147139411344,0.97,14,27.8538726324254,49,23.24,27.8404339376584,33.14,0.53,0.630428300875604,0.73,0.55,0.636682998595613,0.72,4.66,5.81999330329537,6.98,5.18,5.68,6.28,0.35,0.43,0.49,11.62,13.19,16.57,4.88,5.06,0.48,0.69,0.97,1.1,1.28,1.44,0.707,0.159,0.743,0.935,0.734,0.143,0.912,0.991,0.227,-0.130682382067204,0.112996280935764,3.27255674782924,0.311777257172456
"brown_N_Silva_Base_BRT_Demographic inv","brown","N","Base","Silva","BRT","Demographic inv",0.42,0.595301364812993,0.82,0.43,0.551146682245884,0.72,20,42.3680737759853,79,31.39,40.5159694092798,50.12,0.53,0.629861979427666,0.73,0.53,0.625017306161727,0.72,4.66,5.81999330329537,6.98,4.89,5.59,6.26,0.22,0.3,0.36,15.69,18.86,25.06,4.88,5.06,0.5,0.72,1.06,1.05,1.25,1.43,0.685,0.172,0.806,0.962,0.898,0.052,0.951,0.997,0.262,-0.532975753214281,0.167262407245221,3.69042948209484,0.340277060963929
"brown_N_Freire_Base_NN_Smith rebound","brown","N","Base","Freire","NN","Smith rebound",0.26,0.425855925882958,0.66,0.24,0.314518165763636,0.41,25,57.798460380643,115,47.7,62.3530115572283,77.88,0.4,0.499550008258927,0.6,0.41,0.505331980375348,0.6,4.47,5.58340875,6.7,4.25,4.85,5.46,0.12,0.17,0.21,23.85,28.96,38.94,3.37,3.38,0.47,0.7,1.04,0.82,1.01,1.2,0.417,0.354,0.431,0.726,0.884,0.06,0.941,0.997,0.068,-0.881294545964137,0.232889551001236,3.98869727106795,0.377786047262173
"brown_N_Freire_Base_NN_Myers","brown","N","Base","Freire","NN","Myers",0.09,0.230695670031182,0.49,0.08,0.127059236711422,0.19,38,120.138590869249,292,96.75,149.926197177239,217.73,0.4,0.500311989492451,0.6,0.4,0.488631832865947,0.58,4.47,5.58340875,6.7,3.48,4.68,6.17,0.04,0.07,0.1,48.38,66.18,108.86,3.37,3.38,0.47,0.77,1.24,0.79,0.98,1.16,0.293,0.458,0.394,0.681,0.873,0.065,0.901,0.992,0.131,-1.56064774826467,0.423648930193602,4.66130529078566,0.507682366264014
"brown_N_Freire_Base_NN_Euler","brown","N","Base","Freire","NN","Euler",0.7,0.882713640925779,1.1,0.63,0.747333996463714,0.88,14,26.7597538091485,47,24.19,29.3495880315356,34.26,0.4,0.500490334646456,0.6,0.42,0.526688472023339,0.63,4.47,5.58340875,6.7,4.9,5.47,6.17,0.32,0.39,0.44,12.09,13.92,17.13,3.37,3.38,0.41,0.59,0.86,0.84,1.06,1.26,0.668,0.182,0.43,0.718,1.075,-0.037,0.8,0.969,0.014,-0.130682382067204,0.112996280935764,3.23975012796088,0.30845820191425
"brown_N_Freire_Base_NN_Demographic inv","brown","N","Base","Freire","NN","Demographic inv",0.42,0.59506239121763,0.82,0.38,0.469501843716398,0.6,19,40.3960039561935,75,35.17,43.8314502699003,52.53,0.4,0.499712037181516,0.6,0.42,0.517731483341831,0.61,4.47,5.58340875,6.7,4.55,5.16,5.76,0.19,0.26,0.3,17.58,20.25,26.27,3.37,3.38,0.44,0.65,0.95,0.84,1.04,1.23,0.554,0.256,0.427,0.726,1.018,-0.009,0.853,0.984,0.039,-0.532975753214281,0.167262407245221,3.63818991015549,0.336839211309638
"brown_N_Freire_Base_BRT_Smith rebound","brown","N","Base","Freire","BRT","Smith rebound",0.26,0.425158312624018,0.66,0.25,0.329861223323501,0.44,25,57.9880847631318,114,45.99,60.9264576211791,78.7,0.47,0.569957872189305,0.67,0.47,0.565735791186281,0.66,4.47,5.58340875,6.7,4.33,4.97,5.6,0.12,0.18,0.22,23,27.86,39.35,3.37,3.38,0.41,0.61,0.88,0.94,1.13,1.32,0.481,0.306,0.526,0.807,0.911,0.046,0.952,0.998,0.123,-0.881294545964137,0.232889551001236,3.98802241345675,0.376213192888995
"brown_N_Freire_Base_BRT_Myers","brown","N","Base","Freire","BRT","Myers",0.09,0.23043980784542,0.49,0.09,0.133202424717166,0.2,38,119.266742838387,295,97.76,151.758495571883,217.59,0.47,0.569332463631686,0.67,0.45,0.549172629640355,0.64,4.47,5.58340875,6.7,3.75,4.92,6.57,0.05,0.07,0.1,48.88,66.78,108.79,3.37,3.38,0.4,0.64,1.01,0.9,1.1,1.29,0.261,0.489,0.407,0.69,0.907,0.048,0.842,0.979,0.164,-1.56064774826467,0.423648930193602,4.65784734917092,0.514634275056476
"brown_N_Freire_Base_BRT_Euler","brown","N","Base","Freire","BRT","Euler",0.7,0.884793332672237,1.1,0.62,0.736628992059206,0.89,13,26.7258176807996,48,23.48,29.4598265383407,34.49,0.47,0.569127455779832,0.67,0.5,0.609548392731236,0.71,4.47,5.58340875,6.7,4.85,5.38,6.02,0.31,0.39,0.44,11.74,13.63,17.25,3.37,3.38,0.36,0.52,0.74,1.01,1.22,1.42,0.799,0.106,0.403,0.689,1.155,-0.075,0.695,0.927,0.041,-0.130682382067204,0.112996280935764,3.2362868539639,0.317271236610319
"brown_N_Freire_Base_BRT_Demographic inv","brown","N","Base","Freire","BRT","Demographic inv",0.42,0.594744185662151,0.82,0.38,0.477387591145475,0.59,19,40.2865239991795,75,35.52,43.7460528208354,52.99,0.47,0.56940532964774,0.67,0.49,0.58887784066935,0.68,4.47,5.58340875,6.7,4.62,5.16,5.75,0.19,0.25,0.29,17.76,20.37,26.5,3.37,3.38,0.39,0.56,0.81,0.98,1.18,1.36,0.553,0.256,0.461,0.736,0.945,0.028,0.84,0.981,0.079,-0.532975753214281,0.167262407245221,3.64330330860572,0.338321456841533
